name,detailed_info,address,tags
다은회관,"다은회관은 백합, 오리고기 전문 식당이다. 한옥의 느낌을 그대로 살린 룸은 색다른 분위기로 요리에 맛을 더하고 따뜻한 온돌에서 맛보는 백합정식은 백합회, 삶은 백합, 백합죽 등 백합으로 만든 여러 가지 요리를 즐길 수 있다. 그 외의 음식으로 아귀탕과 약오리찜도 다은회관의 별미이다.",전북특별자치도 고창군 고창읍 동산7길 1 ,"['#고창맛집', '#맛집', '#백합정식', '#백합죽', '#분위기_좋은', '#생선찜', '#생선탕', '#약오리찜', '#음식', '#조개요리', '#추어탕']"
필봉솥뚜껑삼겹살,"전북특별자치도 고창군에 위치한 필봉솥뚜껑삼겹살은 생삼겹 전문점으로 두툼한 솥뚜껑에서 구워낸다. 구이류 외에도 식사류 메뉴도 다양하며, 넓은 홀과 룸이 준비되어 있어 회식 및 가족단위 식사를 조용히 즐기기에 좋다.",전북특별자치도 고창군 고창읍 월곡8길 6 ,"['#가브리살', '#건강한요리', '#건강한음식', '#김치찌개', '#맛집', '#생삼겹살', '#음식', '#제육볶음', '#한식', '#한식당', '#한식맛집']"
고창컨트리클럽,"서해안 고속도로를 따라 일일생활권이 가능해진 전북특별자치도 고창에 위치한 고창 컨트리클럽은 바다에 인접한 점을 최대한 활용하여, 탁 트인 코스 경관과 해수를 끌어들인 자연적인 워터 해저드, 송림을 타고 불어오는 시원한 바닷바람 등 자연환경을 최대한 살려 골퍼들에게 편안하면서도 도전정신 또한 불러일으키는 코스를 설계하였다. 18홀의 바다코스와 푸른 코스, 3홀의 하늘코스로 이루어져 있다.",전북특별자치도 고창군 심원면 애향갯벌로 70 ,"['#고창가볼만한곳', '#골프', '#골프리조트', '#골프장', '#골프클럽', '#남녀노소', '#레저스포츠', '#레포츠', '#복합레저스포츠', '#생활스포츠', '#스포츠체험', '#익스트림스포츠', '#휴식공간', '#휴식여행', '#휴식하기좋은곳']"
고창 고색창연마을 [농촌전통테마],방장산이 마을 남쪽 방향으로 병풍처럼 감싸고 있어 조망이 좋은 곳에 위치하고 있으며 마을 앞에는 덕화천이라는 하천이 흐르고 있다. 특히 오래된 당산나무 두 그루가 있어 매년 촌제라고 부르는 제사를 지내고 있다. 고창 고색창연마을은 고창복분자와 기타 잡곡을 중심으로 한 밭농사와 논농사를 주로 하는 전형적인 농촌마을로 뒤로는 방장산이 있어 등산을 하기 좋고 양반 중심의 전통이 살아 있어 옛 선비들의 혼이 살아있는 마을 돌담과 전통가옥들을 만날 수 있다.,전북특별자치도 고창군 신림면 가평1길 65 ,"['#관광지', '#농촌마을', '#농촌여행', '#농촌체험', '#자연여행', '#자연좋은곳', '#자연환경', '#전통가옥', '#체험', '#휴식공간', '#휴식여행', '#휴식하기', '#휴식하기좋은곳']"
고창읍성,"고창은 우리나라에서 군 단위로는 최대의 고인돌 밀집 지역이다. 고창읍성(모양성)과 선운사, 그리고 동리 신재효와 미당 서정주의 고장인 고창은 삼한시대인 마한의 54개 소국 가운데 “모로비리국”의 시초로 열리기 시작, 백제 때에는 ‘모량부리현’ 또는 ‘모양현’으로 불렸고 고려시대 이래 ‘고창현’으로 불렸다. 고창은 방장산을 긴 노령산맥을 등허리에 안고, 서해에 연해지면서 자리한 고을터이다. 특히 고창은 전북의 삼신산 중 하나인 방장산 여맥이 이어져 일으켜 세운 곳이다. 방장산이 좌우로 펼쳐져 고창군 일대를 광활한 대지로 만든다. 고창은 풍수지리학상, 오행에 적합한 형태를 취하고 있는 드문 지역으로 동쪽과 남쪽이 높은 반면 서북쪽이 낮게 형성되어 통풍과 햇빛이 골고루 퍼져 농작물 재배는 물론 인간의 두뇌 형성에도 아주 좋은 인맥의 고장이자 예향으로 널리 알려진 고을이기도 하다. 고창의 산야는 전북특별자치도의 다른 시군에 비해 낮은 야산으로 형성되어 있다. 즉 비산비야 지역이다.* 연혁고창읍성은 조선 단종 원년(1453년)에 왜침을 막기 위하여 전라도민들이 유비무환의 슬기로 축성한 자연석 성곽이다. 일명 모양성이라고도 하는 이 성은 나주진관의 입암산성과 연계되어 호남내륙을 방어하는 전초기지로서 국난호국을 위한 국방 관련 문화재로 보존되고 있다. 1965년 4월 1일 사적으로 지정된 이 성의 둘레는 1,684m 높이가 4~6m, 면적은 50,172평으로 동, 서, 북문과 3개소의 옹성 6개의 치성을 비롯하여 성 밖의 해자 등 전략적 요충시설이 두루 갖추어져 있다. 성내에는 동헌, 객사 등 22동의 관아건물과 2지 4천이 있었으나 전화로 소진되고 성곽과 공북루만 남아있던 것을 1976년부터 옛 모습대로 복원해 오고 있다.* 축성 목적산성은 성과 연결이 잘 되는 곳에 축성하게 되는데, 고창읍성에서 제일 가까운 곳에 입암산성이 있으며, 입암산성은 나주진관과 더불어 호남내륙을 방어하는 요충지였다. 호남내륙에서 한양에 갈 때는 노령산맥인 갈재를 넘어야 했다. 그런데 갈재는 험준하고 봉변을 주는 곳이었다. 이러한 곳을 지키고 영광, 고창, 장성 등 부근 지역의 농산물과 해산물을 법성포를 통해 반출하는 것을 막는 역할을 입암 산성이 담당했었다. 서해안을 노략질하는 왜구도 입암산성에서 막아야 하는데, 입암산성과 법성포와 고창, 영광지역은 너무 멀어 입암산성의 힘이 크게 미치지 못해 서해안 일대를 지키는 전초기지가 절대적으로 필요했다. 고창읍성은 이런 이유로 축성되었고 호남내륙을 왜구의 노략질로부터 지켜왔다.* 축성방식축성에 사용된 석재는 거의 자연석이지만 초석, 대리석, 당간지주 등 어느 절에서 나온 듯한 석재들을 깨뜨려 쓴 것도 가끔 끼어 있다. 특히 북문인 공북루의 주춧돌 높이는 제각각이라서 1m쯤 되는 것이 있는가 하면 아예 땅에 깔려 기둥이 바닥까지 내려온 것도 있어서 이채롭다.* 고창읍성의 특징조선시대의 읍성들은 평야 지대에 양면을 돌로 쌓아 만들고 성문 위에는 누각을 지어 적을 감시하고 전투를 지휘했으며 성내에서는 관민이 함께 생활하였다. 그런데 고창읍성만은 나지막한 야산을 이용하여 바깥쪽만 성을 쌓는 내탁법 축성 기법을 사용하였으며, 성문 앞에는 옹성을 둘러 쌓아 적으로부터 성문을 보호할 수 있도록 축성하였다. 또한, 성내에는 관아만 만들고 주민들은 성 밖에서 생활하다가 유사시에 성안으로 들어와서 함께 싸우며 살 수 있도록 4개의 우물과 2개의 연못을 만들어 놓았다. 성벽에는 축성에 참여했던 고을 이름과 축성연대가 새겨져 있어 계유년(1453)에 전라 좌, 우 도민들이 모두 참여하여 축성했음을 알 수 있다.▶ 답성(성밟기)놀이성을 밟으면 병이 없어 오래 살고 저승길엔 극락문에 당도한다는 전설 때문에 매년 답성놀이 행사가 계속되고 있으며, 성밟기는 저승문이 열리는 윤달에 해야 효험이 많다고 하며 같은 윤달이라도 3월 윤달이 제일 좋다고 한다. 또한 엿샛날이 저승문이 열리는 날이라고 하여 초엿새, 열엿새, 스무엿새날에 답성 대열이 절정을 이루고 있다. “성을 한 바퀴 돌면 다릿병이 낫고, 두 바퀴 돌면 무병장수하며 세 바퀴 돌면 극락 승천한다.” 고 한다. 성을 돌 때는 반드시 손바닥만 한 돌을 머리에 이고 성을 돌아 성 입구에 다시 그 돌을 쌓아 두도록 되어 있다. 고창 읍성이 아낙네들의 힘만으로 축조되었다는 전설적 사연으로 답성도부녀자들 만의 전유민속이 되었지만 흙 한 줌, 돌 한 개도 모두가 부녀자들의 손과 머리로 운반, 구축되었던 당시의 대역사를 되새겨 보는 뜻으로 돌을 머리에 이고 도는 풍습이 남아있다. 또한 돌을 머리에 이고 성을 도는 관습은 여인네들의 체중을 가중시켜 성을 더욱 단단히 다지게 하는 의도였을 것이다. 그리고 가장 깊은 뜻은 이 성곽의 축성 배경이 왜침을 막기 위한 것이었으므로 유사시의 석전에 대비하는 유비무환의 예지로서 머리에 인 돌을 성안에 쌓아 두고 갔다는 전설도 모두가 호국의 예지를 빛내 주는 이야기들이다. 고창군에서는 답성민속을 기리기 위해 음력 9월 9일인 중양절을 군민의 날로 정하고「모양성제」와 함께 답성놀이를 재현하고 있다.▶ 수문장 재현음력 9월 9일을 전후하여 4일간 ‘모양성제’가 열리며, 이때 조선시대 관군복장을 갖춘 수문장이 고창읍성을 수호하는 장면을 재현된다. 고창 읍성의 성곽 주위에 수십 개의 옛 진영 깃발을 꽂아 고을수령(현감)이 재임하던 시절 관아의 위엄을 갖춰놓고 형형색색의 멋진 조선시대 관군복에 칼을 든 수문장과 흑백색의 순라복장에 창을 든 포졸을 공북루에 배치했다. 특히, 스스로 관군이 되어보기를 원하는 관광객을 위해 관리사무소에 관군복을 비치해 놓고 이를 빌려줌으로써 사진촬영을 통해 관군으로서의 체험도 직접할 수 있도록 프로그램도 마련해 놓고 있다.▶ 척화비이 비는 조선말기에 대원군이 펼친 쇄국정책의 상징이라 할 수 있는 것으로 병인년에 비문을 만들고 신미년(1871)에 세워진 것이다. 비문의 내용은 “서양 오랑캐가 침범하는데 싸우지 않는 것은 곧 화친을 하자는 것이요, 화친을 하자는 것은 나라를 파는 것 임을 온 백성에게 경계한다.” 라는 뜻이다. 이 비문을 지은 병인년에는 천주교에 대한 탄압도 도화선이 되어 병인양요가 발생하였고, 비를 만들어 세우 신미년에는 미국군함이 강화도를 침범한 신미양요가 발생하였다.▶ 관아건물축성 당시에는 동헌과 객사 등 22동의 관아건물이 있었으나 병화로 소진된 것을 1976년부터 성곽과 건물 14동을 복원·정비하였다.",전북특별자치도 고창군 고창읍 모양성로 1 ,"['#2024_여행가는달과함께하는_발도장여행지', '#가족여행', '#고창읍성', '#관광지', '#교과서속여행', '#문화관광해설사', '#아이와함께', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속으로', '#역사여행', '#역사유적', '#역사유적지', '#역사유적지', '#역사이야기', '#역사체험', '#역사탐험', '#연인과함께', '#전통역사문화체험', '#친구와함께']"
선운사(고창),"선운사는 전북특별자치도 고창군 아산면 도솔산(兜率山)에 위치한 대한불교조계종 제24교구 본사이다. 도솔산은 선운산(禪雲山)이라고도 하며, 조선 후기 선운사가 번창할 무렵에는 89개의 암자와 189개에 이르는 요사(寮舍)가 산중 곳곳에 흩어져 있어 장엄한 불국토를 이루기도 하였다. 김제의 금산사(金山寺)와 함께 전라북도의 2대 본사로서 오랜 역사와 빼어난 자연경관, 소중한 불교문화재들을 지니고 있어 사시사철 참배와 관광의 발길이 끊이지 않는 곳이다. 선운사의 창건은 신라 진흥왕이 창건했다는 이야기와 백제 위덕왕 24년(577)에 고승 검단(檢旦, 黔丹) 선사가 창건했다는 두 가지 이야기가 전해지고 있다.신라의 진흥왕(540∼576)이 만년에 왕위를 내주고 도솔산의 어느 굴에서 하룻밤을 묵게 되었는데, 이때 미륵 삼존불이 바위를 가르고 나오는 꿈을 꾸고 크게 감응하여 중애사(重愛寺)를 창건함으로써 이 절의 시초를 열었다는 것이다. 그러나 당시 이곳은 신라와 세력다툼이 치열했던 백제의 영토였기 때문에 신라의 왕이 이곳에 사찰을 창건하였을 가능성은 희박하다. 따라서 시대적 및 지리적 상황으로 볼 때 검단선사의 창건설이 정설인 것으로 받아들여지고 있다.검단스님의 창건과 관련해서도 여러 가지 설화가 전해오고 있다. 본래 선운사의 자리는 용이 살던 큰 못이었는데 검단스님이 이 용을 몰아내고 돌을 던져 연못을 메워나가던 무렵, 마을에 눈병이 심하게 돌았다. 그런데 못에 숯을 한 가마씩 갖다 부으면 눈병이 씻은 듯이 낫곤 하여, 마을사람들이 너도나도 숯과 돌을 가져옴으로써 큰 못은 금방 메워지게 되었으며, 이후 그 자리에 선운사를 창건하였다. 검단스님은 “오묘한 지혜의 경계인 구름(雲)에 머무르면서 갈고닦아 선정(禪)의 경지를 얻는다” 하여 절 이름을 “선운(禪雲)”이라 지었다고 한다.현재 선운사에는 보물 8점, 천연기념물 3점, 전북특별자치도 유형문화재 11점, 전북특별자치도 문화재자료 3점 등 총 25점이 있다. 특히 대웅전 뒤에는 수령 약 500년, 높이가 평균 6m는 되는 동백나무들의 군락이 천연기념물로 지정되어 있는데, 꽃이 만개하는 봄이면 사찰 뒤로 꽃 병풍을 펼쳐 놓은 듯한 장관을 이루고, 선운산의 동백숲을 기념하기 위해 매년 4월 중순경 동백연예술제가 열린다.",전북특별자치도 고창군 아산면 선운사로 250 ,"['#2024_여행가는달과함께하는_발도장여행지', '#가족여행', '#가족체험여행', '#고창선운사', '#고창여행', '#관광지', '#불교', '#불교문화', '#사계절', '#사찰', '#사찰여행', '#산사', '#선운사', '#아이와함께', '#역사', '#자연좋은곳', '#자연환경', '#전라권', '#전통사찰', '#체험학습', '#템플스테이', '#한국불교', '#휴식하기좋은곳', '#힐링', '#힐링여행']"
운곡 람사르,"운곡람사르습지는 동산지형 저층습지로 그 생태적 가치가 높아 습지보호지역으로 지정되었다. 총 864종의 동식물 생물다양성이 높고, 멸종위기 야생 동?식물 및 희귀종의 생태적 서식지로서도 보전가치가 높다. 이곳은 또한 고창고인돌 유적, 서산산성 등 역사문화자원이 풍부한 유서 깊은 곳으로, 세계문화유산으로 지정된 다양한 고인돌을 접할 수 있는 유일한 곳으로써 생태적 사료의 가치가 살아있는 지역적 보고이다. 자연환경이 잘 보존되어 있고 다양한 생태관광프로그램을 체험할 수 있는 관광지이다.* 문의 : 063-560-2957* 관련 홈페이지 : http://www.gochang.go.kr/tour◎ 이용안내- 이용요금 : 무료- 화장실 : 있음 (남녀구분)- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분)- 주차시설 : 일반 30여 대 주차 가능",전북특별자치도 고창군 아산면 용계리 212번지 ,"['#걷기길', '#고창', '#고창운곡람사르습지', '#관광지', '#생태관광', '#생태관광지', '#운곡람사르습지', '#체험학습', '#체험학습']"
선운산 (전북 서해안 국가지질공원),일몰이 아름다운 것으로 알려진 선운산의 낙조대와 천마봉 일대는 화산암 중 하나인 유문암으로 구성되어 있다. 이때 유문암은 주변의 응회암보다 단단하고 치밀하여 풍화에 강한 특성을 보이기 때문에 유문암과 응회암 간의 차별적인 풍화작용에 의해 주로 유문암이 수직에 가까운 암석 절벽을 이루고 이뤄 수려한 자연 경관을 관찰할 수 있다. 그렇기 때문에 선운산 일대에서는 수려한 자연경관과 함께 암석의 풍화작용의 특징을 이해하는 중요한 장소가 된다.<출처 : 전라북도지질공원>,전북특별자치도 고창군 아산면 선운사로 158-6 ,"['#가족여행', '#관광지', '#국가지질공원', '#꽃여행', '#등산', '#등산로', '#선운산도립공원', '#아이와함께', '#연인과함께', '#자연', '#자연좋은곳', '#전라권', '#전망좋은곳', '#전북_서해안_국가지질공원', '#조깅', '#지질공원', '#지질명소', '#친구와함께', '#힐링&휴양여행']"
명사십리 및 구시포  (전북 서해안 국가지질공원),"고창 명사십리 해변은 서해안에서는 보기 드문 약 8.5km 거리의 직선형 해안으로 파도와 조수의 혼합작용에 의해 계절 별로 퇴적물의 변화가 나타나는 대표적인 개방형 조간대의 연안환경을 보여주고 있다. 또한 고창 해안은 바다에서 육지로 가면서 600m 이상의 넓은 모래질 조간대와 해빈으로 구성되어 있는데, 강한 계절풍의 영향으로 모래 공급이 쉬워 해빈과 인접한 육지에 풍성 해안사구가 형성되어 있다. 이렇게 형성된 해안사구는 해송 등의 다양한 식생이 분포하고 있어 바람, 해일 등으로부터 해안 마을을 보호해 주는 완충 역할을 하고 있다.구시포는 가막섬 부근에서 고창지역의 기반암에 해당하는 고원생대의 편마암과 중생대 쥐라기 화강암의 관입경계를 직접 관찰할 수 있어 생성원인이 다른 암석의 특징을 서로 비교해 볼 수 있는 곳이다. 또한 두 암석 간의 관입경계와 함께 화강암 내에서 편마암의 포획체를 관찰할 수 있어 암석의 선후 관계를 관찰하고 학습할 수 있다.",전북특별자치도 고창군 상하면 진암구시포로 545 ,"['#관광지', '#국가지질공원', '#자연', '#자연발생', '#자연속으로', '#자연여행', '#자연좋은곳', '#자연풍경', '#자연환경', '#전북_서해안_국가지질공원', '#지질공원', '#지질명소']"
소요산 (전북 서해안 국가지질공원),"소요산 8부 능선 부근에는 선운산 화산암체가 형성되는 최후기에 마그마의 점성이 큰 유문암의 관입으로 인해 형성된 용암돔을 관찰할 수 있다. 용암돔은 안산암질이나 유문암질 마그마와 같이 점성이 큰 용암이 지표로 분출하여 화구 위로 솟아올라서 종을 엎은 모양으로 된 화산을 말하며, 흔히 종상화산이라고도 한다. 화구에서 밀려나온 점성이 큰 용암은 화구에서 멀리 흘러내리지 못하고, 화구를 메우면서 돔 모양의 화산체를 형성한다. 여기서는 화산암이 유동하면서 굳어질 때 가지게 되는 평행 구조인 유상구조가 내부에서 수직 방향으로 발달해 있는 것을 관찰할 수 있다. 그렇기 때문에 소요산 용암돔은 점성이 큰 유문암질 용암돔의 내부 성장과정을 학습할 수 있는 좋은 장소가 된다.",전북특별자치도 고창군 부안면 용산리 ,"['#경치좋은곳', '#관광지', '#국가지질공원', '#자연', '#자연관광지', '#자연발생', '#자연속으로', '#자연여행', '#자연좋은곳', '#자연풍경', '#자연환경', '#전북_서해안_국가지질공원', '#지질공원', '#지질명소']"
병바위 (전북 서해안 국가지질공원),"병바위는 마치 병을 뒤집어 놓은 형상을 하고 있는 것 같다고 하여 붙여진 이름이다. 신선이 술에 취해 술상을 발로 찼는데 술병이 거꾸로 꽂혀 병바위가 되었다는 재미있는 설화가 전해지고 있다. 그러나 실제로 병바위는 보는 각도에 따라 사람의 얼굴 형상을 하는 것처럼 보이기도 하다. 이와 같은 병바위는 유문암이라는 암석이 풍화?침식을 받아 형성된 것이다. 병바위 유문암은 주변 화산력응회암보다 단단하고 치밀하여 풍화에 강한 특징을 보이기 때문에, 유문암과 화산력응회암 간의 차별적인 풍화작용에 의해 형성된 유문암의 가파른 수직 암석 단애의 수려한 경관과 전형적인 타포니 구조를 관찰할 수 있어 지질학적 가치를 지닌다.",전북특별자치도 고창군 아산면 반암리 ,"['#경치좋은곳', '#관광지', '#국가지질공원', '#자연', '#자연관광지', '#자연발생', '#자연속으로', '#자연여행', '#자연좋은곳', '#자연풍경', '#자연환경', '#전북_서해안_국가지질공원', '#지질공원', '#지질명소']"
고창갯벌 (전북 서해안 국가지질공원),"심원 갯벌은 우리나라 서해안을 대표하는 곰소만 갯벌의 일부로서 평균조차가 약 4m 이상인 대조차 환경에 해당한다. 우리나라 서해안 갯벌은 캐나다의 동부해안, 미국의 동부 해안, 북해 연안 및 아마존강 유역과 더불어 세계 5대 갯벌 지역으로 알려져 있다. 그중 하전 갯벌이 포함된 곰소만 갯벌은 우리나라 전체 갯벌 면적에서 차지하는 비율은 크지 않지만 갯벌 전문가에 의해 가장 본격적으로 연구된 갯벌이기도 하다. 이 때문에 과거부터 최근까지도 국내외 해양지질 국제 저명 학술지에 지속적으로 논문이 발표되고 있다.곰소만 일대의 갯벌은 세계적인 습지보호지역인 람사르습지와 유네스코 생물권 보전지역의 핵심지역이다. 특히, 하전 갯벌이나 만돌 갯벌은 전북 갯벌체험학습장을 운영하고 있어 전국적인 갯벌 생태체험 학습 명소로도 잘 알려져 있다. 이곳은 전국 최대의 갯벌 바지락을 생산하면서 어촌체험 우수마을로 선정될 정도로 갯벌 생태 관광지로서 도시와 어촌 간 교류가 활발한 관광 친화적인 어촌문화를 가꾸어 가고 있다.",전북특별자치도 고창군 심원면 만돌리 ,"['#갯벌체험', '#관광지', '#국가지질공원', '#바다내음', '#이색체험', '#자연', '#자연관광지', '#자연마을', '#자연발생', '#자연속으로', '#자연여행', '#자연좋은곳', '#자연풍경', '#자연환경', '#전북_서해안_국가지질공원', '#지질공원', '#지질명소']"
한우청보리,"고창 보리밭 근처에 있는 한우 음식점 및 휴게소이다. 대표가 직접 소고기 정형을 하여 신선한 한우와 육개장, 우족탕을 먹을 수 있는 곳이다.",전북특별자치도 고창군 공음면 씨앗등로 277 ,"['#갈비탕', '#냉면', '#맛집', '#생고기', '#육개장', '#육회', '#음식', '#차돌박이', '#한우_꽃등심', '#한우_특수부위', '#한우불고기']"
고창신재효고택,"판소리를 집대성, 국문학사에 뛰어난 족적을 남긴 동리 신재효 선생(1812~1884)의 고택이다. 1979년 1월 26일 국가민속문화재로 지정된 이 집은 신재효의 대저택인 동리정사의 사랑채로 조선 철종 때인 1850년에 처음 지었고 1899년에 고쳐 지은 것으로 추정한다.본래 동리정사는 13,000여 ㎡ 대지에 안채와 14칸 줄행랑채 등 많은 부속 건물이 있었던 곳이다. 마당으로 수로가 흘렀고 거대한 석가산이 있어 운치 있는 집이었으나 지금은 사랑채와 오동나무, 우물 등이 남아 있다. 이 고택은 특이하게 원기둥과 사각기둥이 섞여 있다.건축 당시에는 모두 원기둥이었는데, 암행어사가 신분에 맞게 법을 지키기를 요청하자 어사의 체면을 살려주고자 집을 낮추고 뒷기둥을 격이 낮은 사각기둥으로 고쳤다고 한다.판소리문학의 이론가, 연출가이자 광대의 지휘자라는 평을 듣고 있는 신재효 선생은 1812년에 신광흡의 1남 3녀 중 외아들로 이곳 읍내리에서 태어났다. 동리 신재효는 애초 소리꾼이 아니라 재산이 넉넉한 중인 출신이었다.아버지로부터 물려받은 부를 기반으로 집안을 번창시키면서 판소리의 발전에 남다른 애정을 쏟았다. 신재효는 <춘향가> <심청가> <박타령> <토끼 타령> <적벽가> <가루지기타령(변강쇠 타령)> 등 판소리 여섯 마당을 정리하였다.이전까지 일정한 체계나 순서 없이 불러오던 광대 소리를 모아 사설의 체계를 잡아 개작하고 통일한 판소리 문학의 이론가요, 연출가로서 판소리 사설(타령)을 창작하고 집대성한 인물이다.신재효는 향리라는 신분적 한계에도 불구하고 당시 천대 받던 판소리꾼을 교육하고 예술 활동을 후원하여 판소리를 국문학의 정수로 끌어올렸다.",전북특별자치도 고창군 고창읍 동리로 100 (고창읍),"['#가족여행', '#고창여행', '#관광지', '#국가민속문화재', '#신재효고택', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험']"
현곡정사(화강서원),"서원은 조선 중기 이후에 학문을 연구하고 공자와 훌륭한 유학자의 제사를 지내기 위하여 지역 사림에 의해 설립된 사설 교육 기관이다. 현곡정사(화강서원)은 고창시가지 서부의 고창IC 인근에 위치한 고건물이자 서원이다. 현곡정사는 현곡 유영선(1893~1961)이 그의 스승 간재 전우(1841~1922)가 1년 정도 강학 활동을 하던 자리에서 다시 학문을 연구하고 후학을 양성하기 위해 1924년에 건립하였다. 이 건물은 장대석 기단 위에 초석을 놓고 방주를 세워 지은 정면 3칸, 측면 2칸의 규모로, 옆면에서 볼 때 팔자형 팔작지붕이다. 평면은 마루방, 방, 대청, 건넌방 순으로 구성되어 있는데, 건넌방 뒤에는 작은 골방이 있다. 현곡정사는 이러한 가치를 인정받아 1974년에 전북특별자치도의 유형문화재로 지정되었다. 그리고 현곡정사를 기반으로 1955년에는 이곳에 전우와 유영선을 모시는 서원이 건립되었는데, 이것이 화강서원이다. 그리고 그 다음해 용암사를 세워 현재에 이르고 있다.주변에는 고창 고인돌 유적 및 공원, 고창읍성, 석탄정 등이 있어 연계하여 관광할 수 있다.",전북특별자치도 고창군 고창읍 주곡1길 68-34 (고창읍),"['#관광지', '#교과서속여행', '#서원', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐험', '#유적지', '#전라권', '#화강서원']"
화동서원,"화동서원은 광산김씨의 사우로 원래 1796년(정조 20) 시조 신라왕자 흥광의 유허인 전라남도 담양군 대전면 평장리(현 광주광역시 평장동)에 종사당이라 이름하고 김양감을 봉안 향사하다가 조령으로 훼철되었다. 김승길, 김오행은 장성 경현사에 배향괴었다가 일제의 강압으로 사우가 훼철되었다가 1957년에 현 위치에 사우를 창건하고 김양감, 김인우, 김승길, 김오행을 향사하고 있다.",전북특별자치도 고창군 대산면 교동길 24 (대산면),"['#관광지', '#교과서속여행', '#서원', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험', '#유적지', '#전라권', '#화동서원']"
만화서원,"제주고씨 고인상이 선조 문충공 고경을 주벽으로, 문영공 고용현과 화당 고만욱을 추배하기 위해 건립한 서원이다. 고창군 신림면 무림리 만화마을에 위치해 있다.문충공파 파조 고경은 고려말의 문신으로 호는 휴옹, 시호은 문충 또는 문영으로 이부상서 백연의 아들로 다섯 살에 시를 지었고 열두 살에 논어를 외우니 당시에 옥산의 신동이라 하였다. 충렬왕 18년(1292) 16세에 친명으로 문과에 급제하여 벼슬길에 올랐다. 목은 이색, 포은 정몽주, 야은 길재 등이 공을 스스의 예로 존경하고 충효가 동방의 으뜸이 된다 하였다. 또한, 고용현은 고려 후기의 충신이며 고만욱은 고인상의 부친으로, 부모상을 당했을 때 예를 극진히 하였다고 한다. 만화서원의 사당은 3칸, 강당은 4칸으로 모두 팔작지붕이며 동재는 4칸, 서재는 3칸이다. 그 외에 외삼문 1동이 있다.문충고파 고씨 후손들은 전북특별자치도 옥구군 옥산면의 염의원과 이곳 만화서원에서 공을 주벽으로 모시고 매년 제향을 올리고 있다. 만화서원은 고려 후기의 제주고씨 고경과 고용현의 충신으로서의 성격을 파악하는 데 중요한 자료이다.",전북특별자치도 고창군 신림면 만화길 50 ,"['#고창여행', '#관광지', '#문화재', '#서원', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험']"
고창선사문화탐방로3,"고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아볼 수 있다. 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아름다운 자연경관의 가치를 느낄 수 있다. 이밖에도 고창읍성, 유네스코 세계문화유산에 등재된 고창 고인돌유적지를 탐방할 수 있다.* 문의 : 063-560-2876* 개장일 : 고인돌 박물관 운영시간 - 하절기 (3~10월) 09:00~18:00 / 동절기 (11~2월) 09:00~17:00 * 휴무일 : 고인돌 박물관 - (매년 1월 1일, 매주 월요일, 기타 고창군수가 정하는 휴관일) * 관련 홈페이지 : http://www.eco-tour.kr◎이용안내- 이용요금 : 시설 이용료 상이- 화장실 : 있음 (남녀구분)- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분), 장애인 주차장 있음 (30여 대)- 주차시설 : 일반 100여 대, 대형 50여 대 주차가능",전북특별자치도 고창군 고창읍 고인돌공원길 75 ,"['#걷기길', '#고창갯벌습지', '#고창읍성', '#고창인돌유적지', '#관광지', '#생태관광', '#생태관광지', '#생태문화탐방로', '#역사유적지', '#운곡습지', '#체험학습']"
동림저수지,한국의 멸종위기종인 수달이 동림저수지와 인근 수계로 이동하며 먹이활동을 하는 서식지일 뿐만 아니라 가창오리 외 다수의 조류가 찾아들고 있는 저수지로써 보존가치가 매우 높다.* 문의 : 063-560-2882 * 관련 홈페이지 : http://www.gochang.go.kr/gcbr/index.gochang◎ 이용안내- 화장실 : 있음 (남녀구분)- 장애인 편의시설 : 없음- 주차시설 : 없음,전북특별자치도 고창군 성내면 신성리 ,"['#걷기길', '#겨울방학가볼만한곳', '#관광지', '#동림저수지', '#생태관광', '#생태관광지', '#전라권']"
